hash,source,index_name,index_params_type,index_params_m,index_params_ef_construction,query_params_k,query_params_rescore_vector_oversample,sample_size,average_recall,recall_std,index_params_cluster_size,query_params_visit_percentage
dd248cf0133120c62f9100dbd76304bc9b577a119e23421e63c85ec7dbf7c097,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,1.0,,0.8612000000000001,0.2069167948717551,,
55700409e2478d60ea76806a2f0f319fb070f8f706254a06b633fba094256e1f,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,1.5,,0.8612000000000001,0.2069167948717551,,
cce9e8d1ccb0f0ab1567a6b3ee4cdb5337a491d8792b7a05841180dd6bfb9412,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,2.0,,0.8612000000000001,0.2069167948717551,,
0d1d0c8cd29ce1e5a935c2a6377d8f7e872dc4082598aa5b8a2d7d1c349ff4ba,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,2.5,,0.8612000000000001,0.2069167948717551,,
f309c18d03cbd07ce7732c2a4a63a99677057789df41c536d14b67a4b1feef52,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,3.0,,0.8612000000000001,0.2069167948717551,,
d5ee379594aca602c823546bfdb90998f4858ea0827c05cee1e99740ddcd487c,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,4.0,,0.8612000000000001,0.2069167948717551,,
6a1ae1f86fbafaf1ea904843dcdfb3bdcd362bcfb39cb23aec5f0b55b6aa08e7,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,5.0,,0.8612000000000001,0.2069167948717551,,
41f9b99d039d136a81c64ab5ecf4723be10952790b52612c848fae6a0e8097cb,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,7.5,,0.8612000000000001,0.2069167948717551,,
145d1d6ca7594e048e92e964771ecde949effa096268375719a53e63a052081b,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none,hnsw,8.0,100.0,10,10.0,,0.8612000000000001,0.2069167948717551,,
82afd67e4be3b336b9fbfddc7137a2a2ef4aa799404e9f1d8dcfc9a24813a3b7,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,1.0,2000.0,0.8914000000000001,0.1369161787372113,,
3986cb13e39baca1687e55eee1b9e110ae45e8cbae9f2449a1371684e121420e,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,1.5,2000.0,0.8914000000000001,0.1369161787372113,,
f84b588bf398de5df9fb8001e4bba88966c9d34d4d8dcd80ed163e923dcc11a2,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,2.0,2000.0,0.8914000000000001,0.1369161787372113,,
1fea366f6e96953e4b20e9a3bcb9b07600f8d96ee21e93e7b0d31228d38665f2,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,2.5,2000.0,0.8914000000000001,0.1369161787372113,,
a92d8009db26382c90925571d70c1a37148038d40b9cf61ebd695097070ce45e,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,3.0,2000.0,0.8914000000000001,0.1369161787372113,,
77a1f1b8c72643bee94a9bb9e68fd4990f3b537b11056445db579009a04ef5ef,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,4.0,2000.0,0.8914000000000001,0.1369161787372113,,
8f43fc11e3675f43641bb8a74b23e94482f9304de46f2901ee10c8d307b6dc56,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,5.0,2000.0,0.8914000000000001,0.1369161787372113,,
d3dbfd63e36221829f95dc669784e29e60e20945faf015a733836596e050f712,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,7.5,2000.0,0.8914000000000001,0.1369161787372113,,
80eefc6505b8d78969dcabc8b865a3ccd733ff911f9a7cac5d96c6509b3d4f15,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_2000,hnsw,8.0,100.0,10,10.0,2000.0,0.8914000000000001,0.1369161787372113,,
a6491e0884059865ebef20b626e8e3dce88d4fc20ea25cab88db134b9bfdc8c0,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_4000,hnsw,8.0,100.0,10,1.0,4000.0,0.9698,0.0677344816175631,,
f7df9514eb59d0a8361dc56073730111ca21dbfc0a9cee8cb5bf583e974768b2,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_4000,hnsw,8.0,100.0,10,1.5,4000.0,0.9698,0.0677344816175631,,
e8db540627b0cfcfca9b4f5e7f6ab03928d24b121c0f95bb7c22cb5c8f580d4d,corpus-quora-e5-small,corpus-quora-e5-small_hnsw_8_100_none_4000,hnsw,8.0,100.0,10,2.0,4000.0,0.9698,0.0677344816175631,,
