hash,index_name,index_params_type,index_params_m,index_params_ef_construction,query_params_k,query_params_rescore_vector_oversample,sample_size,average_recall,recall_std,index_params_cluster_size,query_params_visit_percentage
0896078da1261c92d340bac7e364c84ddfb47037a1904965dbd2d26d0f65b7d3,corpus-fiqa-arctic-0_hnsw_8_200_none_4000,hnsw,8.0,200.0,10,5.0,4000.0,0.9742000000000001,0.060285653351357146,,
3695f8d5040cec78a301f1c1623ec187b06204041eb169745e1e07405bb727bd,corpus-fiqa-arctic-0_hnsw_8_200_none_4000,hnsw,8.0,200.0,10,7.5,4000.0,0.9742000000000001,0.060285653351357146,,
2cc6842ede8733eb160bd5311aaf897f07bdbb5cb3e050ca608dc4a2807ada51,corpus-fiqa-arctic-0_hnsw_8_200_none_4000,hnsw,8.0,200.0,10,10.0,4000.0,0.9742000000000001,0.060285653351357146,,
537b3358100d7cde77ae2381a3225e4c738f664260b006311525d742946d5ce5,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,1.0,8000.0,0.9672000000000001,0.07045679527199629,,
d9165770ed5c0c9381f79cec8d27150b79efdd552c31c18a3bad89616a21448d,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,1.5,8000.0,0.9672000000000001,0.07045679527199629,,
770c4b212a440a15d77331f8dbbb0b26fbe9efb92e44499b55a16728f243b7fa,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,2.0,8000.0,0.9672000000000001,0.07045679527199629,,
2a6bad81d977a68df3fc63787d23c17f8e343ede1c5b8d3a19acd236cc49eba2,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,2.5,8000.0,0.9672000000000001,0.07045679527199629,,
905cb6c0e0eba2c730573e3404d2ea392061176cc47a2ab1331106180492b974,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,3.0,8000.0,0.9672000000000001,0.07045679527199629,,
94ffb5021d3c5bfb4bd787533aadb7980a54a3ee355b846feb4d9d914c5e6a23,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,4.0,8000.0,0.9672000000000001,0.07045679527199629,,
8a36003306e6e1ccbcd1bbad8bae9e7cab0b05becd18ef2ad4a155b891b4b64c,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,5.0,8000.0,0.9672000000000001,0.07045679527199629,,
08aa314cfb36177b8c483f05885a55b8a2820c089e7d2b2962536f3a5a737431,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,7.5,8000.0,0.9672000000000001,0.07045679527199629,,
301ac34f1cf4a1067e1c5c44b9d28696bcb25aee781cef782067a6018ebc0bc4,corpus-fiqa-arctic-0_hnsw_8_200_none_8000,hnsw,8.0,200.0,10,10.0,8000.0,0.9672000000000001,0.07045679527199629,,
456cb80513f8673fadfc21a62a02373d945825c032a422fd7295b958c67b1d26,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,1.0,16000.0,0.961,0.08543418519538885,,
34988ffa1e2db661aa91424f370e55e4e9ae70bcbc21b8f45fa748b47d6b2aee,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,1.5,16000.0,0.961,0.08543418519538885,,
c9724ef3db0ed465411e88b3adb97af4881b3764fe6adbcfab46d336fca0e920,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,2.0,16000.0,0.961,0.08543418519538885,,
fa8ddf5861a55f4432bece872d71555f6e12dde7a329e2d95261af66d59a1291,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,2.5,16000.0,0.961,0.08543418519538885,,
04e2325d4035c10e628150687228a635012b389ef57e303b18cecc662b101d87,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,3.0,16000.0,0.961,0.08543418519538885,,
042cf63a4540f04e6f03995d4d550bb8a97ed58dcad3ce904ef147fd5a48bb5a,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,4.0,16000.0,0.961,0.08543418519538885,,
3d577383f1dbb8d7d2a599847a047373dc6b7c9950536b601fda6c15fd3e0319,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,5.0,16000.0,0.961,0.08543418519538885,,
0f7ac241d8e3e65c08b4a4c090481e406e3bc40e598ad5ab42b400f81f12fbc6,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,7.5,16000.0,0.961,0.08543418519538885,,
4cab694fd82f78e446165aa34fb1b308ceca3ea9256d1f57200d9ed7078e409e,corpus-fiqa-arctic-0_hnsw_8_200_none_16000,hnsw,8.0,200.0,10,10.0,16000.0,0.961,0.08543418519538885,,
74d1e3a533201c0b96cc2dfe34a9ae5a55633601ba960ea0fa979900973cf4fc,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,1.0,,0.9332,0.11232880307383321,,
b9b791b56fcecc97f8ea545d0fe19f7ac489fff965cdd23609dbbc3b38eac99d,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,1.5,,0.9332,0.11232880307383321,,
da039fcd3e2bd412d306a2c1c6c4ef2e615c79d376d625046f4333702a042258,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,2.0,,0.9332,0.11232880307383321,,
db6d3f557f783b7d9d05e993efd91ba06a9ff7ec77a423916e8f11103de78d5e,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,2.5,,0.9332,0.11232880307383321,,
dfcc0365ea04086ea4b85536f8a90fe3926bb65456df70de4e15377aff257865,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,3.0,,0.9332,0.11232880307383321,,
b8b373da9ed09c1106e9a3bbb83044f5f0ea09785fb5bc6196b37a1007e3c4b1,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,4.0,,0.9332,0.11232880307383321,,
9fa6e62f77dba63b07618a68d475683545c377d18a661dcf46b54f4a25b1b439,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,5.0,,0.9332,0.11232880307383321,,
1b2cf3cbc77e7c852195f1bbe094c469769b6878feed49b4f6391958bef7ac53,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,7.5,,0.9332,0.11232880307383321,,
fb639417d203154bbfc6d0db1764176e0e8f97e32dfce8351bfda9f0b43d9f86,corpus-fiqa-arctic-0_hnsw_8_400_none,hnsw,8.0,400.0,10,10.0,,0.9332,0.11232880307383321,,
3ef3bf963d06b22ce99173024c329e4966b262ce70d26a453e4a385f36a665f4,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,1.0,2000.0,0.994,0.026907248094147414,,
6a9fd78f22611ae856dab704e9f110b0d4a838b2166df0da21fb10800216e59d,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,1.5,2000.0,0.994,0.026907248094147414,,
e3d5f40204218d0148b20a01b5d53ab30124b85b31ea65c27ebdb9e5b10729cf,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,2.0,2000.0,0.994,0.026907248094147414,,
e4b34f64c7866e85292a39edb15ce2a6a845f0d058905f0f74282afb6283d605,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,2.5,2000.0,0.994,0.026907248094147414,,
7a65149e95afe90a06e6079d42b3745a85d8dede6112b44e90f9b99240b97ad6,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,3.0,2000.0,0.994,0.026907248094147414,,
8a3e897ab141fb9ac47f7676ecb4ef9de3417d668b2ce0c0587d105cbd53e45a,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,4.0,2000.0,0.994,0.026907248094147414,,
eb940e5c5d72633412ddc63b1be5862e8df20ffc22e2ddc94834b01c85fe041a,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,5.0,2000.0,0.994,0.026907248094147414,,
6cd43f84706537e731a8a764faff616889f3a57d86a0c5461781481c2bf8a271,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,7.5,2000.0,0.994,0.026907248094147414,,
00ac1aa8d3eab3be195e14c25b02efee23bd874d4b2764c90cc8b7557cbc86d4,corpus-fiqa-arctic-0_hnsw_8_400_none_2000,hnsw,8.0,400.0,10,10.0,2000.0,0.994,0.026907248094147414,,
45f9a9016d5ce0809f4b7bd442a15584c560eacbcd25b5288b57797aacbd5c51,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,1.0,4000.0,0.9802000000000001,0.052801136351408186,,
a777f60d3e17a71b25514657be17f6bfc139ce313d121c7216ee223eb2228da1,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,1.5,4000.0,0.9802000000000001,0.052801136351408186,,
d64032d384c51f6a3fdef8b134a65acd71b15be6ef614cbb948bb11176c91e18,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,2.0,4000.0,0.9802000000000001,0.052801136351408186,,
1a62cc432e18339ccc568fb39e4db28a1a863408da4631a4d64adaba9de07902,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,2.5,4000.0,0.9802000000000001,0.052801136351408186,,
e33d09129f57763d45f8e546d391c3016679b452596d31efd0c9c5bc87347f9f,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,3.0,4000.0,0.9802000000000001,0.052801136351408186,,
a0e8892fcb6511bec19f4ac57c5eebe4b42d3ecd4045fc7e4a7952eabc217817,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,4.0,4000.0,0.9802000000000001,0.052801136351408186,,
5439f28b4c48a49ed94f70b489b53d5df9367728d0679b3c107fad09ee4fa7f8,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,5.0,4000.0,0.9802000000000001,0.052801136351408186,,
a3912ae7205f12a6f3b86bd60d93a82ab4d01b702b549aaf67ae14c294f47d6f,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,7.5,4000.0,0.9802000000000001,0.052801136351408186,,
8d30ddc80fa144a77057ce17ac43e8b771a579ead9765aa925469a2390d1a5a8,corpus-fiqa-arctic-0_hnsw_8_400_none_4000,hnsw,8.0,400.0,10,10.0,4000.0,0.9802000000000001,0.052801136351408186,,
b54cd343f78cf390b9464cb649d00475e6a69ca491c525f8901a32f36b5aeea7,corpus-fiqa-arctic-0_hnsw_8_400_none_8000,hnsw,8.0,400.0,10,1.0,8000.0,0.9768000000000001,0.057460943257137714,,
e154c191ee3d7c3a433a4e3704e0ffc34424b64797a78ab2c437df32ffe963ae,corpus-fiqa-arctic-0_hnsw_8_400_none_8000,hnsw,8.0,400.0,10,1.5,8000.0,0.9768000000000001,0.057460943257137714,,
95a21bd24662e1b804fb005a1a2904c60716cb01d343bb7c58e3312b824a109f,corpus-fiqa-arctic-0_hnsw_8_400_none_8000,hnsw,8.0,400.0,10,2.0,8000.0,0.9768000000000001,0.057460943257137714,,
c4aa22d6b65f6207d50ec705bc94aaf38eab75be28c247cff6b9e343d6802020,corpus-fiqa-arctic-0_hnsw_8_400_none_8000,hnsw,8.0,400.0,10,2.5,8000.0,0.9768000000000001,0.057460943257137714,,
ca0c24c8d05afd2e17634ebbbc054ba0fddc8d0addaa31cea349f380feb99d0d,corpus-fiqa-arctic-0_hnsw_8_400_none_8000,hnsw,8.0,400.0,10,3.0,8000.0,0.9768000000000001,0.057460943257137714,,
